 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
   243   0.00191050  -0.00032916   0.00193864      -369.78
   244   0.00191799  -0.00082365   0.00208736      -383.24
   245   0.00188811  -0.00130159   0.00229328      -394.58
   246   0.00182333  -0.00175513   0.00253081      -403.91
   247   0.00172670  -0.00217684   0.00277851      -411.58
   248   0.00160182  -0.00255986   0.00301972      -417.96
   249   0.00145274  -0.00289800   0.00324173      -423.38
   250   0.00128385  -0.00318581   0.00343477      -428.05
   251   0.00109981  -0.00341870   0.00359125      -432.17
   252   0.00090542  -0.00359299   0.00370532      -435.86
   253   0.00070558  -0.00370596   0.00377253      -439.22
   254   0.00050511  -0.00375590   0.00378972      -442.34
   255   0.00030870  -0.00374214   0.00375486      -445.28
   256   0.00012083  -0.00366505   0.00366704      -448.11
   257  -0.00005436  -0.00352600   0.00352642      -450.88
   258  -0.00021312  -0.00332739   0.00333421      -453.66
   259  -0.00035216  -0.00307260   0.00309271      -456.54
   260  -0.00046874  -0.00276587   0.00280531      -459.62
   261  -0.00056065  -0.00241232   0.00247661      -463.08
   262  -0.00062632  -0.00201780   0.00211277      -467.24
   263  -0.00066481  -0.00158883   0.00172231      -472.71
   264  -0.00067580  -0.00113247   0.00131879      -480.83
   265  -0.00065961  -0.00065625   0.00093046      -495.15
   266  -0.00061719  -0.00016799   0.00063964      -524.77
   267  -0.00055005   0.00032427   0.00063851      -570.52
   268  -0.00046025   0.00081244   0.00093374      -600.47
   269  -0.00035035   0.00128848   0.00133526      -614.79
   270  -0.00022331   0.00174456   0.00175880      -622.71
   271  -0.00008248   0.00217316   0.00217473      -627.83
   272   0.00006855   0.00256720   0.00256811      -631.53
   273   0.00022598   0.00292016   0.00292889      -634.43
   274   0.00038592   0.00322618   0.00324918      -636.82
   275   0.00054443   0.00348018   0.00352251      -638.89
   276   0.00069769   0.00367792   0.00374351      -640.74
   277   0.00084199   0.00381608   0.00390787      -642.44
   278   0.00097387   0.00389235   0.00401233      -644.05
   279   0.00109018   0.00390543   0.00405473      -645.60
   280   0.00118816   0.00385508   0.00403402      -647.13
   281   0.00126547   0.00374215   0.00395033      -648.68
   282   0.00132024   0.00356856   0.00380495      -650.30
   283   0.00135116   0.00333727   0.00360041      -652.04
   284   0.00135744   0.00305226   0.00334050      -653.98
   285   0.00133886   0.00271848   0.00303029      -656.22
   286   0.00129575   0.00234175   0.00267633      -658.96
   287   0.00122900   0.00192867   0.00228697      -662.51
   288   0.00114002   0.00148653   0.00187334      -667.48
   289   0.00103063   0.00102310   0.00145222        44.79
   290   0.00090307   0.00054643   0.00105552        31.18
   291   0.00075983   0.00006458   0.00076257         4.86
   292   0.00060368  -0.00041467   0.00073238       -34.49
   293   0.00043786  -0.00088408   0.00098657       -63.65
   294   0.00026706  -0.00133683   0.00136324       -78.70
   295   0.00435436  -0.00291553   0.00524030       -33.80
   296   0.00408690  -0.00328558   0.00524383       -38.80
   297   0.00376545  -0.00360042   0.00520976       -43.72
   298   0.00340472  -0.00385341   0.00514207       -48.54
   299   0.00300833  -0.00404042   0.00503736       -53.33
   300   0.00269792  -0.00413428   0.00493670       -56.87
   301   0.00140709   0.00040981   0.00146555        16.24
   302   0.00106002   0.00033809   0.00111263        17.69
   303   0.00501370   0.00014991   0.00501594         1.71
   304   0.00491490   0.00216577   0.00537092        23.78
   305   0.00472756  -0.00021422   0.00473241        -2.59
   306   0.00429244  -0.00115919   0.00444621       -15.11
   307   0.00026413   0.00010569   0.00028449        21.81
   308   0.00054231   0.00016155   0.00056586        16.59
   309   0.00062205   0.00012032   0.00063358        10.95
   310   0.00064175   0.00005590   0.00064418         4.98
   311   0.00057847  -0.00000368   0.00057848        -0.36
   312   0.00045770  -0.00004323   0.00045974        -5.40
   313   0.00012111  -0.00005330   0.00013232       -23.75



