 [antenna_field.dat]

  É” = 90.000 Åãplane
   --    >>-------   -------   --EÉ”--   -------   -------<< ** >>-------   -------   --EÉ∆--   -------   -------<< ** >>-------   --------<<
 É∆(deg)   FRAD.re   FRAD.im    |FRAD|    FPHASE  FGAI(dB)   **   TRAD.re   TRAD.im    |TRAD|    TPHASE  TGAI(dB)   ** TFGAI(dB)    TPHASE
  41.000  -0.06090  -0.20633   0.21512  -106.443   -5.5837   **  -0.03390   0.52248   0.52357    93.712    2.1420   **    2.8195  -200.1556 
  42.000  -0.05803  -0.19655   0.20493  -106.450   -6.0052   **  -0.03724   0.52034   0.52168    94.093    2.1105   **    2.7337  -200.5434 
  43.000  -0.05552  -0.18650   0.19459  -106.577   -6.4552   **  -0.04071   0.51737   0.51897    94.499    2.0653   **    2.6366  -201.0765 
  44.000  -0.05334  -0.17621   0.18411  -106.841   -6.9359   **  -0.04429   0.51357   0.51548    94.929    2.0067   **    2.5281  -201.7706 
  45.000  -0.05149  -0.16572   0.17353  -107.261   -7.4500   **  -0.04797   0.50898   0.51123    95.384    1.9349   **    2.4085  -202.6455 
  46.000  -0.04996  -0.15503   0.16288  -107.863   -8.0003   **  -0.05172   0.50362   0.50627    95.864    1.8501   **    2.2779  -203.7265 
  47.000  -0.04873  -0.14418   0.15219  -108.676   -8.5898   **  -0.05554   0.49753   0.50062    96.370    1.7526   **    2.1364  -205.0461 
  48.000  -0.04780  -0.13319   0.14150  -109.745   -9.2221   **  -0.05940   0.49072   0.49430    96.901    1.6423   **    1.9844  -206.6459 
  49.000  -0.04716  -0.12208   0.13087  -111.120   -9.9005   **  -0.06328   0.48324   0.48736    97.460    1.5195   **    1.8219  -208.5805 
  50.000  -0.04678  -0.11089   0.12035  -112.874  -10.6284   **  -0.06716   0.47511   0.47983    98.046    1.3842   **    1.6492  -210.9209 
  51.000  -0.04667  -0.09963   0.11002  -115.100  -11.4084   **  -0.07104   0.46636   0.47174    98.662    1.2365   **    1.4665  -213.7612 
  52.000  -0.04680  -0.08832   0.09996  -117.919  -12.2411   **  -0.07489   0.45703   0.46312    99.306    1.0764   **    1.2741  -217.2254 
  53.000  -0.04718  -0.07700   0.09030  -121.494  -13.1235   **  -0.07870   0.44714   0.45401    99.982    0.9038   **    1.0723  -221.4763 
  54.000  -0.04777  -0.06568   0.08121  -126.032  -14.0448   **  -0.08244   0.43673   0.44445   100.690    0.7188   **    0.8615  -226.7223 
  55.000  -0.04859  -0.05438   0.07292  -131.783  -14.9805   **  -0.08611   0.42583   0.43445   101.431    0.5213   **    0.6420  -233.2141 
  56.000  -0.04960  -0.04312   0.06572  -139.004  -15.8831   **  -0.08968   0.41448   0.42407   102.209    0.3112   **    0.4143  -241.2123 
  57.000  -0.05082  -0.03192   0.06001  -147.868  -16.6735   **  -0.09314   0.40270   0.41333   103.023    0.0884   **    0.1790  -250.8911 
  58.000  -0.05221  -0.02080   0.05620  -158.281  -17.2432   **  -0.09648   0.39052   0.40227   103.877   -0.1473   **   -0.0633  -262.1585 
  59.000  -0.05377  -0.00977   0.05465  -169.700  -17.4850   **  -0.09968   0.37799   0.39091   104.773   -0.3960   **   -0.3119  -274.4730 
  60.000  -0.05550   0.00114   0.05551   178.826  -17.3495   **  -0.10273   0.36512   0.37929   105.714   -0.6580   **   -0.5660    73.1120 
  61.000  -0.05738   0.01192   0.05861   168.267  -16.8782   **  -0.10561   0.35195   0.36745   106.703   -0.9336   **   -0.8245    61.5642 
  62.000  -0.05941   0.02256   0.06355   159.210  -16.1754   **  -0.10831   0.33851   0.35541   107.742   -1.2229   **   -1.0863    51.4680 
  63.000  -0.06157   0.03304   0.06988   151.785  -15.3509   **  -0.11081   0.32482   0.34320   108.837   -1.5265   **   -1.3501    42.9481 
  64.000  -0.06387   0.04335   0.07719   145.835  -14.4867   **  -0.11312   0.31093   0.33086   109.992   -1.8446   **   -1.6144    35.8432 
  65.000  -0.06628   0.05347   0.08516   141.103  -13.6328   **  -0.11521   0.29684   0.31842   111.211   -2.1776   **   -1.8776    29.8917 
  66.000  -0.06880   0.06341   0.09357   137.337  -12.8151   **  -0.11707   0.28261   0.30589   112.501   -2.5261   **   -2.1377    24.8354 
  67.000  -0.07144   0.07314   0.10224   134.325  -12.0450   **  -0.11869   0.26824   0.29333   113.869   -2.8905   **   -2.3926    20.4562 
  68.000  -0.07417   0.08266   0.11106   131.902  -11.3261   **  -0.12007   0.25377   0.28074   115.322   -3.2715   **   -2.6400    16.5806 
  69.000  -0.07701   0.09196   0.11995   129.942  -10.6577   **  -0.12120   0.23922   0.26817   116.869   -3.6695   **   -2.8774    13.0730 
  70.000  -0.07993   0.10104   0.12883   128.348  -10.0371   **  -0.12206   0.22461   0.25563   118.521   -4.0852   **   -3.1023     9.8271 
  71.000  -0.08294   0.10988   0.13767   127.048   -9.4608   **  -0.12265   0.20997   0.24317   120.290   -4.5193   **   -3.3119     6.7581 
  72.000  -0.08604   0.11848   0.14643   125.987   -8.9252   **  -0.12296   0.19533   0.23081   122.191   -4.9724   **   -3.5035     3.7961 
  73.000  -0.08922   0.12684   0.15507   125.122   -8.4269   **  -0.12299   0.18070   0.21859   124.240   -5.4451   **   -3.6747     0.8815 
  74.000  -0.09247   0.13495   0.16359   124.420   -7.9624   **  -0.12273   0.16611   0.20653   126.459   -5.9380   **   -3.8230    -2.0392 
  75.000  -0.09580   0.14281   0.17197   123.855   -7.5287   **  -0.12217   0.15157   0.19468   128.870   -6.4513   **   -3.9464    -5.0157 
  76.000  -0.09920   0.15042   0.18018   123.406   -7.1232   **  -0.12131   0.13711   0.18307   131.503   -6.9851   **   -4.0433    -8.0969 
  77.000  -0.10268   0.15777   0.18824   123.057   -6.7433   **  -0.12015   0.12274   0.17176   134.389   -7.5392   **   -4.1127   -11.3326 
  78.000  -0.10623   0.16487   0.19613   122.795   -6.3869   **  -0.11868   0.10848   0.16079   137.570   -8.1124   **   -4.1542   -14.7756 
  79.000  -0.10985   0.17171   0.20384   122.608   -6.0519   **  -0.11690   0.09436   0.15023   141.091   -8.7026   **   -4.1678   -18.4825 
  80.000  -0.11354   0.17829   0.21137   122.489   -5.7366   **  -0.11480   0.08037   0.14014   145.004   -9.3062   **   -4.1542   -22.5146 
  81.000  -0.11730   0.18462   0.21873   122.430   -5.4393   **  -0.11239   0.06655   0.13062   149.368   -9.9173   **   -4.1148   -26.9377 
  82.000  -0.12113   0.19069   0.22591   122.425   -5.1587   **  -0.10967   0.05291   0.12176   154.244  -10.5273   **   -4.0511   -31.8196 
  83.000  -0.12504   0.19651   0.23292   122.468   -4.8933   **  -0.10662   0.03945   0.11369   159.693  -11.1233   **   -3.9653   -37.2247 
  84.000  -0.12902   0.20208   0.23976   122.557   -4.6421   **  -0.10326   0.02620   0.10653   165.761  -11.6879   **   -3.8596   -43.2043 
  85.000  -0.13308   0.20740   0.24643   122.686   -4.4038   **  -0.09958   0.01317   0.10045   172.467  -12.1988   **   -3.7363   -49.7812 
